user_id,dish_id,rating
0,416,2.74
0,390,3.08
0,525,3.4
0,455,2.64
0,471,2.67
0,542,3.47
0,202,3.27
0,174,3.24
0,261,3.16
0,543,2.99
0,160,2.3
0,130,3.36
0,310,3.36
0,536,2.59
0,590,2.31
0,191,3.0
0,503,2.6
0,255,3.07
0,315,3.21
0,426,2.8
0,273,2.52
0,215,2.45
0,331,2.42
0,304,3.38
0,311,2.48
0,324,2.57
0,477,2.53
0,519,2.59
0,497,2.12
0,392,3.23
0,327,2.3
0,514,2.41
0,19,2.35
0,538,3.06
0,490,2.2
0,529,2.8
0,460,2.08
0,158,2.39
0,442,2.66
0,395,3.28
0,107,3.12
0,467,1.89
0,121,2.78
0,493,2.64
0,53,2.84
0,69,3.12
0,223,2.6
0,454,3.02
0,119,3.41
0,29,2.5
0,57,2.33
0,399,3.48
0,558,3.19
0,272,3.87
0,522,3.05
0,588,3.58
0,81,2.25
0,114,2.0
0,518,2.37
0,86,2.32
0,82,3.47
0,139,3.44
0,594,2.03
0,505,2.79
0,124,3.49
0,527,2.84
0,305,4.18
0,72,2.15
0,507,3.51
0,328,2.13
0,317,2.39
0,457,2.98
0,463,2.09
0,375,3.28
0,530,3.27
0,424,3.21
0,290,3.19
0,27,2.52
0,478,1.96
0,33,2.93
0,473,2.98
0,462,2.84
0,253,2.73
0,26,2.31
0,402,3.56
0,535,2.4
0,17,2.52
0,557,2.53
0,366,2.27
0,437,2.71
0,383,3.23
0,108,2.86
0,100,2.88
0,176,2.21
0,360,3.35
0,560,2.89
0,279,4.17
0,135,3.19
0,264,2.74
0,321,3.18
0,432,2.77
0,325,3.08
0,88,2.39
0,396,2.8
0,508,3.27
0,141,2.53
0,520,2.92
0,89,3.56
0,0,3.63
0,299,2.95
0,420,3.01
0,565,2.5
0,262,2.27
0,267,2.18
0,348,3.69
0,347,2.78
0,436,2.6
0,475,2.69
0,209,2.01
0,345,2.66
0,38,2.49
0,282,2.44
0,177,3.01
0,199,1.98
0,229,2.87
0,148,2.15
0,404,3.04
0,343,2.31
0,561,3.4
0,476,2.46
0,52,2.65
0,186,2.76
0,283,3.25
0,122,2.31
0,217,2.6
0,563,2.83
0,211,3.14
0,449,3.29
0,422,2.67
0,9,2.87
0,418,2.09
0,293,3.22
0,214,3.1
0,537,2.03
0,65,2.42
0,526,2.78
0,10,2.5
0,408,2.25
0,515,3.41
0,548,2.35
0,2,1.83
0,192,2.45
0,105,2.98
0,165,2.78
0,573,2.05
0,21,2.02
0,574,3.22
0,25,3.21
0,128,2.09
0,206,3.18
0,111,2.72
0,102,2.06
0,136,3.15
0,582,3.34
0,162,2.78
0,285,2.36
0,575,2.85
0,583,2.98
0,344,3.11
0,132,2.55
0,80,2.63
0,204,2.39
0,365,3.2
0,284,2.7
0,167,2.32
0,376,2.63
0,15,2.06
0,258,2.21
1,17,3.08
1,125,2.41
1,529,3.12
1,560,3.7
1,231,2.65
1,225,3.63
1,192,2.44
1,45,3.75
1,400,3.27
1,506,3.21
1,82,2.86
1,245,3.22
1,492,2.5
1,350,3.04
1,363,2.58
1,515,2.38
1,493,3.37
1,427,3.54
1,240,3.32
1,479,3.73
1,465,2.99
1,431,3.3
1,118,3.27
1,416,2.64
1,377,2.98
1,50,3.78
1,181,3.34
1,538,2.03
1,244,3.05
1,201,2.63
1,138,3.98
1,295,3.43
1,128,3.23
1,375,2.68
1,530,2.79
1,468,2.73
1,271,2.87
1,447,3.44
1,110,3.32
1,211,2.15
1,512,3.25
1,77,3.25
1,260,2.82
1,98,3.37
1,533,3.15
1,497,2.35
1,68,2.26
1,473,2.4
1,11,3.14
1,417,2.52
1,373,2.8
1,543,4.04
1,265,2.53
1,442,3.05
1,23,2.19
1,354,2.17
1,75,2.4
1,200,3.49
1,414,2.44
1,185,2.91
1,172,2.89
1,141,3.12
1,565,2.8
1,490,2.79
1,176,2.55
1,412,2.66
1,443,4.24
1,114,3.88
1,481,2.05
1,234,2.44
1,402,2.94
1,53,2.85
1,273,3.52
1,263,2.86
1,478,2.46
1,406,2.47
1,130,2.69
1,71,2.94
1,550,2.64
1,168,3.87
1,115,4.38
1,12,2.71
1,301,2.99
1,119,3.89
1,155,3.12
1,177,2.16
1,15,2.48
1,425,4.68
1,446,3.97
1,573,2.66
1,3,2.88
1,66,2.44
1,513,2.94
1,277,3.31
1,536,3.74
1,194,2.72
1,545,3.44
1,525,4.04
1,535,3.53
1,390,4.63
1,457,3.2
1,173,2.71
1,351,2.7
1,294,3.3
1,93,2.8
1,166,2.64
1,34,3.19
1,311,3.23
1,439,2.69
1,9,2.44
1,474,3.19
